Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
3,75,051.0 085.0,19-4903CR-HY-061-0354-05100850-0150A-7,150,8.37,33.605,,26.126,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150,8.37,8.35,33.605,26.12,190.5,0.38,,,,,,,,,,151,,,,,,,,
3,76,051.0 085.0,19-4903CR-HY-061-0354-05100850-0191A-3,191,7.71,33.82,,26.392,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,191,7.71,7.69,33.82,26.39,165.7,0.45,,,,,,,,,,192,,,,,,,,
3,77,051.0 085.0,19-4903CR-HY-061-0354-05100850-0200A-7,200,7.58,33.844,,26.43,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200,7.58,7.56,33.844,26.43,162.3,0.46,,,,,,,,,,201,,,,,,,,
3,78,051.0 085.0,19-4903CR-HY-061-0354-05100850-0250A-7,250,6.93,33.926,,26.586,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250,6.93,6.91,33.926,26.58,148,0.54,,,,,,,,,,252,,,,,,,,
3,79,051.0 085.0,19-4903CR-HY-061-0354-05100850-0290A-3,290,6.47,33.93,,26.651,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,290,6.47,6.44,33.93,26.65,142.2,0.6,,,,,,,,,,292,,,,,,,,
3,80,051.0 085.0,19-4903CR-HY-061-0354-05100850-0300A-7,300,6.37,33.941,,26.672,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300,6.37,6.34,33.941,26.67,140.2,0.61,,,,,,,,,,302,,,,,,,,
3,81,051.0 085.0,19-4903CR-HY-061-0354-05100850-0400A-7,400,5.54,34.041,,26.856,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400,5.54,5.51,34.041,26.85,123.6,0.74,,,,,,,,,,403,,,,,,,,
3,82,051.0 085.0,19-4903CR-HY-061-0354-05100850-0488A-3,488,5.02,34.11,,26.972,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,488,5.02,4.98,34.11,26.97,113.1,0.85,,,,,,,,,,492,,,,,,,,
3,83,051.0 085.0,19-4903CR-HY-061-0354-05100850-0500A-7,500,4.97,34.113,,26.98,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500,4.97,4.93,34.113,26.98,112.5,0.86,,,,,,,,,,504,,,,,,,,
3,84,051.0 085.0,19-4903CR-HY-061-0354-05100850-0600A-7,600,4.59,34.135,,27.041,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600,4.59,4.54,34.135,27.04,107.3,0.97,,,,,,,,,,605,,,,,,,,
3,85,051.0 085.0,19-4903CR-HY-061-0354-05100850-0700A-7,700,4.31,34.151,,27.084,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700,4.31,4.26,34.151,27.08,103.8,1.08,,,,,,,,,,706,,,,,,,,
